pokedex_number;name;type1;type2;hp;defense;attack;sp_defense;sp_attack;speed;base_total;capture_rate;base_happiness;experience_growth;Height_m;Weight_kg;hasGender;percentage_male;is_legendary;generation;classfication;Color;Body_Style;hasMegaEvolution;Egg_Group_1;Egg_Group_2;base_egg_steps;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;abilities;ability 1;ability 2;ability 3;ability 4;ability 5;ability 6
77;Ponyta;fire;;50;55;85;65;65;90;410;190;70;1000000;0.99;30;TRUE;50;0;1;Fire Horse;Yellow;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Run Away', 'Flash Fire', 'Flame Body'];Run Away;Flash Fire;Flame Body;;;
78;Rapidash;fire;;65;70;100;80;80;105;500;60;70;1000000;1.7;95;TRUE;50;0;1;Fire Horse;Yellow;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Run Away', 'Flash Fire', 'Flame Body'];Run Away;Flash Fire;Flame Body;;;
79;Slowpoke;water;psychic;90;65;65;40;40;15;315;190;70;1000000;1.19;36;TRUE;50;0;1;Dopey;Pink;quadruped;FALSE;Monster;Water_1;5120;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;['Oblivious', 'Own Tempo', 'Regenerator'];Oblivious;Own Tempo;Regenerator;;;
80;Slowbro;water;psychic;95;180;75;80;130;30;590;75;70;1000000;1.6;78.5;TRUE;50;0;1;Hermit Crab;Pink;bipedal_tailed;TRUE;Monster;Water_1;5120;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;['Oblivious', 'Own Tempo', 'Regenerator'];Oblivious;Own Tempo;Regenerator;;;
81;Magnemite;electric;steel;25;70;35;55;95;45;325;190;70;1000000;0.3;6;FALSE;;0;1;Magnet;Grey;head_arms;FALSE;Mineral;;5120;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;['Magnet Pull', 'Sturdy', 'Analytic'];Magnet Pull;Sturdy;Analytic;;;
82;Magneton;electric;steel;50;95;60;70;120;70;465;60;70;1000000;0.99;60;FALSE;;0;1;Magnet;Grey;multiple_bodies;FALSE;Mineral;;5120;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;['Magnet Pull', 'Sturdy', 'Analytic'];Magnet Pull;Sturdy;Analytic;;;
83;Farfetch'd;normal;flying;52;55;90;62;58;60;377;45;70;1000000;0.79;15;TRUE;50;0;1;Wild Duck;Brown;two_wings;FALSE;Flying;Field;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Keen Eye', 'Inner Focus', 'Defiant'];Keen Eye;Inner Focus;Defiant;;;
84;Doduo;normal;flying;35;45;85;35;35;75;310;190;70;1000000;1.4;39.2;TRUE;50;0;1;Twin Bird;Brown;head_legs;FALSE;Flying;;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Run Away', 'Early Bird', 'Tangled Feet'];Run Away;Early Bird;Tangled Feet;;;
85;Dodrio;normal;flying;60;70;110;60;60;110;470;45;70;1000000;1.8;85.2;TRUE;50;0;1;Triple Bird;Brown;head_legs;FALSE;Flying;;5120;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;['Run Away', 'Early Bird', 'Tangled Feet'];Run Away;Early Bird;Tangled Feet;;;
86;Seel;water;;65;55;45;70;45;45;325;190;70;1000000;1.09;90;TRUE;50;0;1;Sea Lion;White;with_fins;FALSE;Water_1;Field;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Thick Fat', 'Hydration', 'Ice Body'];Thick Fat;Hydration;Ice Body;;;
87;Dewgong;water;ice;90;80;70;95;70;70;475;75;70;1000000;1.7;120;TRUE;50;0;1;Sea Lion;White;with_fins;FALSE;Water_1;Field;5120;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;['Thick Fat', 'Hydration', 'Ice Body'];Thick Fat;Hydration;Ice Body;;;
88;Grimer;poison;poison;80;50;80;50;40;25;325;190;70;1000000;0.89;30;TRUE;50;0;1;Sludge;Purple;head_arms;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy'];Stench;Sticky Hold;Poison Touch;Poison Touch;Gluttony;Power of Alchemy
89;Muk;poison;poison;105;75;105;100;65;50;500;75;70;1000000;1.19;30;TRUE;50;0;1;Sludge;Purple;head_arms;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy'];Stench;Sticky Hold;Poison Touch;Poison Touch;Gluttony;Power of Alchemy
90;Shellder;water;;30;100;65;25;45;40;305;190;70;1250000;0.3;4;TRUE;50;0;1;Bivalve;Purple;head_only;FALSE;Water_3;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Shell Armor', 'Skill Link', 'Overcoat'];Shell Armor;Skill Link;Overcoat;;;
91;Cloyster;water;ice;50;180;95;45;85;70;525;60;70;1250000;1.5;132.5;TRUE;50;0;1;Bivalve;Purple;head_only;FALSE;Water_3;;5120;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;['Shell Armor', 'Skill Link', 'Overcoat'];Shell Armor;Skill Link;Overcoat;;;
92;Gastly;ghost;poison;30;30;35;35;100;80;310;190;70;1059860;1.3;0.1;TRUE;50;0;1;Gas;Purple;head_only;FALSE;Amorphous;;5120;0.25;2;1;1;0.5;0;1;1;2;0.5;2;1;0;0.25;2;1;1;1;['Levitate'];Levitate;;;;;
93;Haunter;ghost;poison;45;45;50;55;115;95;405;90;70;1059860;1.6;0.1;TRUE;50;0;1;Gas;Purple;head_arms;FALSE;Amorphous;;5120;0.25;2;1;1;0.5;0;1;1;2;0.5;2;1;0;0.25;2;1;1;1;['Levitate'];Levitate;;;;;
94;Gengar;ghost;poison;60;80;65;95;170;130;600;45;70;1059860;1.5;40.5;TRUE;50;0;1;Shadow;Purple;bipedal_tailed;TRUE;Amorphous;;5120;0.25;2;1;1;0.5;0;1;1;2;0.5;2;1;0;0.25;2;1;1;1;['Cursed Body'];Cursed Body;;;;;
95;Onix;rock;ground;35;160;45;45;30;70;385;45;70;1000000;8.79;210;TRUE;50;0;1;Rock Snake;Grey;serpentine_body;FALSE;Mineral;;6400;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;['Rock Head', 'Sturdy', 'Weak Armor'];Rock Head;Sturdy;Weak Armor;;;
96;Drowzee;psychic;;60;45;48;90;43;42;328;190;70;1000000;0.99;32.4;TRUE;50;0;1;Hypnosis;Yellow;bipedal_tailless;FALSE;Human-Like;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Insomnia', 'Forewarn', 'Inner Focus'];Insomnia;Forewarn;Inner Focus;;;
97;Hypno;psychic;;85;70;73;115;73;67;483;75;70;1000000;1.6;75.6;TRUE;50;0;1;Hypnosis;Yellow;bipedal_tailless;FALSE;Human-Like;;5120;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Insomnia', 'Forewarn', 'Inner Focus'];Insomnia;Forewarn;Inner Focus;;;
98;Krabby;water;;30;90;105;25;25;50;325;225;70;1000000;0.41;6.5;TRUE;50;0;1;River Crab;Red;insectoid;FALSE;Water_3;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Hyper Cutter', 'Shell Armor', 'Sheer Force'];Hyper Cutter;Shell Armor;Sheer Force;;;
99;Kingler;water;;55;115;130;50;50;75;475;60;70;1000000;1.3;60;TRUE;50;0;1;Pincer;Red;insectoid;FALSE;Water_3;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Hyper Cutter', 'Shell Armor', 'Sheer Force'];Hyper Cutter;Shell Armor;Sheer Force;;;
100;Voltorb;electric;;40;50;30;55;55;100;330;190;70;1000000;0.51;10.4;FALSE;;0;1;Ball;Red;head_only;FALSE;Mineral;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Soundproof', 'Static', 'Aftermath'];Soundproof;Static;Aftermath;;;
101;Electrode;electric;;60;70;50;80;80;150;490;60;70;1000000;1.19;66.6;FALSE;;0;1;Ball;Red;head_only;FALSE;Mineral;;5120;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Soundproof', 'Static', 'Aftermath'];Soundproof;Static;Aftermath;;;
102;Exeggcute;grass;psychic;60;80;40;45;60;40;325;90;70;1250000;0.41;2.5;TRUE;50;0;1;Egg;Pink;multiple_bodies;FALSE;Grass;;5120;4;2;1;0.5;1;0.5;2;2;2;0.5;0.5;2;1;2;0.5;1;1;0.5;['Chlorophyll', 'Harvest'];Chlorophyll;Harvest;;;;
103;Exeggutor;grass;psychic;95;85;105;75;125;45;530;45;70;1250000;2.01;120;TRUE;50;0;1;Coconut;Yellow;head_legs;FALSE;Grass;;5120;4;2;1;0.5;1;0.5;2;2;2;0.5;0.5;2;1;2;0.5;1;1;0.5;['Chlorophyll', 'Harvest', 'Frisk', 'Harvest'];Chlorophyll;Harvest;Frisk;Harvest;;
104;Cubone;ground;;50;95;50;50;40;35;320;190;70;1000000;0.41;6.5;TRUE;50;0;1;Lonely;Brown;bipedal_tailed;FALSE;Monster;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Rock Head', 'Lightningrod', 'Battle Armor'];Rock Head;Lightningrod;Battle Armor;;;
105;Marowak;ground;fire;60;110;80;80;50;45;425;75;70;1000000;0.99;45;TRUE;50;0;1;Bone Keeper;Brown;bipedal_tailed;FALSE;Monster;;5120;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head'];Rock Head;Lightningrod;Battle Armor;Cursed Body;Lightningrod;Rock Head
106;Hitmonlee;fighting;;50;53;120;110;35;87;455;45;70;1000000;1.5;49.8;TRUE;100;0;1;Kicking;Brown;bipedal_tailless;FALSE;Human-Like;;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Limber', 'Reckless', 'Unburden'];Limber;Reckless;Unburden;;;
107;Hitmonchan;fighting;;50;79;105;110;35;76;455;45;70;1000000;1.4;50.2;TRUE;100;0;1;Punching;Brown;bipedal_tailless;FALSE;Human-Like;;6400;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;['Keen Eye', 'Iron Fist', 'Inner Focus'];Keen Eye;Iron Fist;Inner Focus;;;
108;Lickitung;normal;;90;75;55;75;60;30;385;45;70;1000000;1.19;65.5;TRUE;50;0;1;Licking;Pink;bipedal_tailed;FALSE;Monster;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Own Tempo', 'Oblivious', 'Cloud Nine'];Own Tempo;Oblivious;Cloud Nine;;;
109;Koffing;poison;;40;95;65;45;60;35;340;190;70;1000000;0.61;1;TRUE;50;0;1;Poison Gas;Purple;head_only;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Levitate'];Levitate;;;;;
110;Weezing;poison;;65;120;90;70;85;60;490;60;70;1000000;1.19;9.5;TRUE;50;0;1;Poison Gas;Purple;multiple_bodies;FALSE;Amorphous;;5120;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;['Levitate'];Levitate;;;;;
111;Rhyhorn;ground;rock;80;95;85;30;30;25;345;120;70;1250000;0.99;115;TRUE;50;0;1;Spikes;Grey;quadruped;FALSE;Monster;Field;5120;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;['Lightningrod', 'Rock Head', 'Reckless'];Lightningrod;Rock Head;Reckless;;;
112;Rhydon;ground;rock;105;120;130;45;45;40;485;60;70;1250000;1.91;120;TRUE;50;0;1;Drill;Grey;bipedal_tailed;FALSE;Monster;Field;5120;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;['Lightningrod', 'Rock Head', 'Reckless'];Lightningrod;Rock Head;Reckless;;;
113;Chansey;normal;;250;5;5;105;35;50;450;30;140;800000;1.09;34.6;TRUE;0;0;1;Egg;Pink;bipedal_tailed;FALSE;Fairy;;10240;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Natural Cure', 'Serene Grace', 'Healer'];Natural Cure;Serene Grace;Healer;;;
114;Tangela;grass;;65;115;55;40;100;60;435;45;70;1000000;0.99;35;TRUE;50;0;1;Vine;Blue;head_legs;FALSE;Grass;;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Chlorophyll', 'Leaf Guard', 'Regenerator'];Chlorophyll;Leaf Guard;Regenerator;;;
115;Kangaskhan;normal;;105;100;125;100;60;100;590;45;70;1000000;2.21;80;TRUE;0;0;1;Parent;Brown;bipedal_tailed;TRUE;Monster;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Early Bird', 'Scrappy', 'Inner Focus'];Early Bird;Scrappy;Inner Focus;;;
116;Horsea;water;;30;70;40;25;70;60;295;225;70;1000000;0.41;8;TRUE;50;0;1;Dragon;Blue;head_base;FALSE;Water_1;Dragon;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Sniper', 'Damp'];Swift Swim;Sniper;Damp;;;
117;Seadra;water;;55;95;65;45;95;85;440;75;70;1000000;1.19;25;TRUE;50;0;1;Dragon;Blue;head_base;FALSE;Water_1;Dragon;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Poison Point', 'Sniper', 'Damp'];Poison Point;Sniper;Damp;;;
118;Goldeen;water;;45;60;67;50;35;63;320;225;70;1000000;0.61;15;TRUE;50;0;1;Goldfish;Red;with_fins;FALSE;Water_2;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Water Veil', 'Lightningrod'];Swift Swim;Water Veil;Lightningrod;;;
119;Seaking;water;;80;65;92;80;65;68;450;60;70;1000000;1.3;39;TRUE;50;0;1;Goldfish;Red;with_fins;FALSE;Water_2;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Water Veil', 'Lightningrod'];Swift Swim;Water Veil;Lightningrod;;;
120;Staryu;water;;30;55;45;55;70;85;340;225;70;1250000;0.79;34.5;FALSE;;0;1;Starshape;Brown;head_base;FALSE;Water_3;;5120;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Illuminate', 'Natural Cure', 'Analytic'];Illuminate;Natural Cure;Analytic;;;
121;Starmie;water;psychic;60;85;75;85;100;115;520;60;70;1250000;1.09;80;FALSE;;0;1;Mysterious;Purple;head_base;FALSE;Water_3;;5120;2;2;1;2;1;0.5;0.5;1;2;2;1;0.5;1;1;0.5;1;0.5;0.5;['Illuminate', 'Natural Cure', 'Analytic'];Illuminate;Natural Cure;Analytic;;;
122;Mr. Mime;psychic;fairy;40;65;45;120;100;90;460;45;70;1000000;1.3;54.5;TRUE;50;0;1;Barrier;Pink;bipedal_tailless;FALSE;Human-Like;;6400;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;['Soundproof', 'Filter', 'Technician'];Soundproof;Filter;Technician;;;
123;Scyther;bug;flying;70;80;110;80;55;105;500;45;70;1000000;1.5;56;TRUE;50;0;1;Mantis;Green;four_wings;FALSE;Bug;;6400;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;['Swarm', 'Technician', 'Steadfast'];Swarm;Technician;Steadfast;;;
124;Jynx;ice;psychic;65;35;50;95;115;95;455;45;70;1000000;1.4;40.6;TRUE;0;0;1;Humanshape;Red;bipedal_tailless;FALSE;Human-Like;;6400;2;2;1;1;1;1;2;1;2;1;1;0.5;1;1;0.5;2;2;1;['Oblivious', 'Forewarn', 'Dry Skin'];Oblivious;Forewarn;Dry Skin;;;
125;Electabuzz;electric;;65;57;83;85;95;105;490;45;70;1000000;1.09;30;TRUE;75.4;0;1;Electric;Yellow;bipedal_tailed;FALSE;Human-Like;;6400;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Static', 'Vital Spirit'];Static;Vital Spirit;;;;
126;Magmar;fire;;65;57;95;85;100;93;495;45;70;1000000;1.3;44.5;TRUE;75.4;0;1;Spitfire;Red;bipedal_tailed;FALSE;Human-Like;;6400;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Flame Body', 'Vital Spirit'];Flame Body;Vital Spirit;;;;
127;Pinsir;bug;;65;120;155;90;65;105;600;45;70;1250000;1.5;55;TRUE;50;0;1;Stagbeetle;Brown;bipedal_tailless;TRUE;Bug;;6400;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;['Hyper Cutter', 'Mold Breaker', 'Moxie'];Hyper Cutter;Mold Breaker;Moxie;;;
128;Tauros;normal;;75;95;100;70;40;110;490;45;70;1250000;1.4;88.4;TRUE;100;0;1;Wild Bull;Brown;quadruped;FALSE;Field;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Intimidate', 'Anger Point', 'Sheer Force'];Intimidate;Anger Point;Sheer Force;;;
129;Magikarp;water;;20;55;10;20;15;80;200;255;70;1250000;0.89;10;TRUE;50;0;1;Fish;Red;with_fins;FALSE;Water_2;Dragon;1280;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Swift Swim', 'Rattled'];Swift Swim;Rattled;;;;
130;Gyarados;water;flying;95;109;155;130;70;81;640;45;70;1250000;6.5;235;TRUE;50;0;1;Atrocious;Blue;serpentine_body;TRUE;Water_2;Dragon;1280;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;['Intimidate', 'Moxie'];Intimidate;Moxie;;;;
131;Lapras;water;ice;130;80;85;95;85;60;535;45;70;1250000;2.49;220;TRUE;50;0;1;Transport;Blue;with_fins;FALSE;Monster;Water_1;10240;1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;['Water Absorb', 'Shell Armor', 'Hydration'];Water Absorb;Shell Armor;Hydration;;;
132;Ditto;normal;;48;48;48;48;48;48;288;35;70;1000000;0.3;4;FALSE;;0;1;Transform;Purple;head_only;FALSE;Ditto;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Limber', 'Imposter'];Limber;Imposter;;;;
133;Eevee;normal;;55;50;55;65;45;55;325;45;70;1000000;0.3;6.5;TRUE;88.1;0;1;Evolution;Brown;quadruped;FALSE;Field;;8960;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Run Away', 'Adaptability', 'Anticipation'];Run Away;Adaptability;Anticipation;;;
134;Vaporeon;water;;130;60;65;95;110;65;525;45;70;1000000;0.99;29;TRUE;88.1;0;1;Bubble Jet;Blue;quadruped;FALSE;Field;;8960;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;['Water Absorb', 'Hydration'];Water Absorb;Hydration;;;;
135;Jolteon;electric;;65;60;65;95;110;130;525;45;70;1000000;0.79;24.5;TRUE;88.1;0;1;Lightning;Yellow;quadruped;FALSE;Field;;8960;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;['Volt Absorb', 'Quick Feet'];Volt Absorb;Quick Feet;;;;
136;Flareon;fire;;65;60;130;110;95;65;525;45;70;1000000;0.89;25;TRUE;88.1;0;1;Flame;Red;quadruped;FALSE;Field;;8960;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Flash Fire', 'Guts'];Flash Fire;Guts;;;;
137;Porygon;normal;;65;70;60;75;85;40;395;45;70;1000000;0.79;36.5;FALSE;;0;1;Virtual;Pink;head_legs;FALSE;Mineral;;5120;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Trace', 'Download', 'Analytic'];Trace;Download;Analytic;;;
138;Omanyte;rock;water;35;100;40;55;90;35;355;45;70;1000000;0.41;7.5;TRUE;88.1;0;1;Spiral;Blue;several_limbs;FALSE;Water_1;Water_3;7680;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Swift Swim', 'Shell Armor', 'Weak Armor'];Swift Swim;Shell Armor;Weak Armor;;;
139;Omastar;rock;water;70;125;60;70;115;55;495;45;70;1000000;0.99;35;TRUE;88.1;0;1;Spiral;Blue;several_limbs;FALSE;Water_1;Water_3;7680;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Swift Swim', 'Shell Armor', 'Weak Armor'];Swift Swim;Shell Armor;Weak Armor;;;
140;Kabuto;rock;water;30;90;80;45;55;55;355;45;70;1000000;0.51;11.5;TRUE;88.1;0;1;Shellfish;Brown;insectoid;FALSE;Water_1;Water_3;7680;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Swift Swim', 'Battle Armor', 'Weak Armor'];Swift Swim;Battle Armor;Weak Armor;;;
141;Kabutops;rock;water;60;105;115;70;65;80;495;45;70;1000000;1.3;40.5;TRUE;88.1;0;1;Shellfish;Brown;bipedal_tailed;FALSE;Water_1;Water_3;7680;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;['Swift Swim', 'Battle Armor', 'Weak Armor'];Swift Swim;Battle Armor;Weak Armor;;;
142;Aerodactyl;rock;flying;80;85;135;95;70;150;615;45;70;1250000;1.8;59;TRUE;88.1;0;1;Fossil;Purple;two_wings;TRUE;Flying;;8960;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;['Rock Head', 'Pressure', 'Unnerve'];Rock Head;Pressure;Unnerve;;;
143;Snorlax;normal;;160;65;110;110;65;30;540;25;70;1250000;2.11;460;TRUE;88.1;0;1;Sleeping;Black;bipedal_tailless;FALSE;Monster;;10240;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;['Immunity', 'Thick Fat', 'Gluttony'];Immunity;Thick Fat;Gluttony;;;
144;Articuno;ice;flying;90;100;85;125;95;85;580;3;35;1250000;1.7;55.4;FALSE;;1;1;Freeze;Blue;two_wings;FALSE;Undiscovered;;20480;0.5;1;1;2;1;1;2;1;1;0.5;0;1;1;1;1;4;2;1;['Pressure', 'Snow Cloak'];Pressure;Snow Cloak;;;;
145;Zapdos;electric;flying;90;85;90;90;125;100;580;3;35;1250000;1.6;52.6;FALSE;;1;1;Electric;Yellow;two_wings;FALSE;Undiscovered;;20480;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;['Pressure', 'Static'];Pressure;Static;;;;
146;Moltres;fire;flying;90;90;100;85;125;90;580;3;35;1250000;2.01;60;FALSE;;1;1;Flame;Yellow;two_wings;FALSE;Undiscovered;;20480;0.25;1;1;2;0.5;0.5;0.5;1;1;0.25;0;1;1;1;1;4;0.5;2;['Pressure', 'Flame Body'];Pressure;Flame Body;;;;
147;Dratini;dragon;;41;45;64;50;50;50;300;45;35;1250000;1.8;3.3;TRUE;50;0;1;Dragon;Blue;serpentine_body;FALSE;Water_1;Dragon;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Shed Skin', 'Marvel Scale'];Shed Skin;Marvel Scale;;;;
148;Dragonair;dragon;;61;65;84;70;70;70;420;45;35;1250000;3.99;16.5;TRUE;50;0;1;Dragon;Blue;serpentine_body;FALSE;Water_1;Dragon;10240;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;['Shed Skin', 'Marvel Scale'];Shed Skin;Marvel Scale;;;;
149;Dragonite;dragon;flying;91;95;134;100;100;80;600;45;35;1250000;2.21;210;TRUE;50;0;1;Dragon;Brown;bipedal_tailed;FALSE;Water_1;Dragon;10240;0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;['Inner Focus', 'Multiscale'];Inner Focus;Multiscale;;;;
150;Mewtwo;psychic;;106;70;150;120;194;140;780;3;0;1250000;2.01;122;FALSE;;1;1;Genetic;Purple;bipedal_tailed;TRUE;Undiscovered;;30720;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Pressure', 'Unnerve'];Pressure;Unnerve;;;;
151;Mew;psychic;;100;100;100;100;100;100;600;45;100;1059860;0.41;4;FALSE;;1;1;New Species;Pink;bipedal_tailed;FALSE;Undiscovered;;30720;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;['Synchronize'];Synchronize;;;;;
152;Chikorita;grass;;45;65;49;65;49;45;318;45;70;1059860;0.89;6.4;TRUE;88.1;0;2;Leaf;Green;quadruped;FALSE;Monster;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Leaf Guard'];Overgrow;Leaf Guard;;;;
153;Bayleef;grass;;60;80;62;80;63;60;405;45;70;1059860;1.19;15.8;TRUE;88.1;0;2;Leaf;Green;quadruped;FALSE;Monster;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Leaf Guard'];Overgrow;Leaf Guard;;;;
154;Meganium;grass;;80;100;82;100;83;80;525;45;70;1059860;1.8;100.5;TRUE;88.1;0;2;Herb;Green;quadruped;FALSE;Monster;Grass;5120;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;['Overgrow', 'Leaf Guard'];Overgrow;Leaf Guard;;;;
155;Cyndaquil;fire;;39;43;52;50;60;65;309;45;70;1059860;0.51;7.9;TRUE;88.1;0;2;Fire Mouse;Yellow;bipedal_tailless;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Flash Fire'];Blaze;Flash Fire;;;;
156;Quilava;fire;;58;58;64;65;80;80;405;45;70;1059860;0.89;19;TRUE;88.1;0;2;Volcano;Yellow;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Flash Fire'];Blaze;Flash Fire;;;;
157;Typhlosion;fire;;78;78;84;85;109;100;534;45;70;1059860;1.7;79.5;TRUE;88.1;0;2;Volcano;Yellow;quadruped;FALSE;Field;;5120;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;['Blaze', 'Flash Fire'];Blaze;Flash Fire;;;;
